"feature","metadata","value","coef","stderr","pval","name","qval","N","N.not.zero"
"K20904","Group","AD",-0.180842210649722,0.284207576053246,0.531794086182872,"GroupAD",0.64822345285528,25,25
"K06158","Group","SCS",-0.0498945786970993,0.0784469334678827,0.531968768580747,"GroupSCS",0.648399440159146,25,25
"K15545","Group","AD",-0.2,0.314537874355161,0.532081298321531,"GroupAD",0.648499655875105,25,12
"K09892","Group","AD",-0.2,0.314840758773666,0.532472029903498,"GroupAD",0.648901950892251,25,11
"K09892","Group","SCS",-0.2,0.314840758773666,0.532472029903499,"GroupSCS",0.648901950892251,25,11
"K20201","Group","SCD",0.459784790770313,0.724049967366715,0.532614976544389,"GroupSCD",0.649039186589803,25,21
"K00139","Group","SCS",0.353255788601353,0.558005384702603,0.533861302807171,"GroupSCS",0.650520897252818,25,8
"K00878","Group","MCI",0.0860356603580137,0.135924076261642,0.533925455753989,"GroupMCI",0.650562018867446,25,25
"K01494","Group","AD",-0.247935777655452,0.39187697073554,0.53410508266408,"GroupAD",0.650706773071441,25,25
"K17318","Group","MCI",-0.208363142665468,0.329308535603062,0.534078555898766,"GroupMCI",0.650706773071441,25,25
"K01617","Group","AD",-0.514751189371298,0.813855001246754,0.534234786122474,"GroupAD",0.650827733523684,25,23
"K13007","Group","AD",0.407649769052839,0.644837218912986,0.53443350090465,"GroupAD",0.651032747970616,25,20
"K01810","Group","SCS",0.0271753560815789,0.0430288529209741,0.534826282366966,"GroupSCS",0.651474132509172,25,25
"K03616","Group","SCS",-0.0553422692832577,0.0877236349991706,0.535268635133342,"GroupSCS",0.651975846368723,25,25
"K06909","Group","AD",-0.386856823440513,0.613614612375814,0.53553455848099,"GroupAD",0.652188366626403,25,25
"K10986","Group","MCI",0.414527028236377,0.65749771988173,0.535530805793888,"GroupMCI",0.652188366626403,25,15
"K17865","Group","SCS",-0.237443067682716,0.376609044032935,0.535521364847443,"GroupSCS",0.652188366626403,25,25
"K00783","Group","SCS",-0.0343427941701034,0.0545696050826755,0.536250322762281,"GroupSCS",0.653022874548763,25,25
"K20861","Group","AD",-0.2,0.318090008906665,0.536626475547246,"GroupAD",0.653443746560178,25,13
"K01619","Group","SCS",0.0439766627679685,0.0700129068234611,0.537031160276589,"GroupSCS",0.653899311704865,25,25
"K05365","Group","AD",-0.204808003268946,0.326393885330763,0.537438798337168,"GroupAD",0.65435842082866,25,8
"K04078","Group","SCD",0.22170688029116,0.353668930955577,0.537830797608845,"GroupSCD",0.654798437785299,25,25
"K00788","Group","SCD",0.0582599316139117,0.092978480928821,0.538011336744023,"GroupSCD",0.654980970752495,25,25
"K07130","Group","MCI",-0.354850344838792,0.567420172181155,0.538796080838532,"GroupMCI",0.655899006919733,25,21
"K06580","Group","AD",0.534222675026767,0.854535362253818,0.538933267119162,"GroupAD",0.656028684262479,25,20
"K06296","Group","AD",-0.557888971580835,0.895408109601928,0.540288536722773,"GroupAD",0.657641001918332,25,21
"K19140","Group","MCI",0.552615871170016,0.887073498819206,0.54034673943015,"GroupMCI",0.657674431813384,25,13
"K11754","Group","SCD",-0.0431653958707663,0.0693346584291624,0.54060386335037,"GroupSCD",0.657949957920621,25,25
"K21900","Group","SCS",-0.301340029866054,0.484150297718694,0.540704251215836,"GroupSCS",0.658034705592061,25,25
"K01704","Group","AD",0.0520599622124856,0.0837120325158426,0.541037151840046,"GroupAD",0.658364949142332,25,25
"K13714","Group","AD",0.568717720180728,0.914448340640018,0.541017198641425,"GroupAD",0.658364949142332,25,20
"K08252","Group","SCD",-0.583021527330217,0.937590578500597,0.541078312538181,"GroupSCD",0.658377591848665,25,23
"K07777","Group","SCD",0.432136791748903,0.695356252096182,0.541315854077506,"GroupSCD",0.658629173377442,25,24
"K05593","Group","AD",0.234004934523093,0.376814947693174,0.541608181133907,"GroupAD",0.658947381072505,25,25
"K00931","Group","SCD",0.0713630893652684,0.114957630895463,0.541756658597537,"GroupSCD",0.659090547981628,25,25
"K00846","Group","SCS",0.2,0.322613409722837,0.542298691846238,"GroupSCS",0.659674956549099,25,13
"K01679","Group","AD",-0.164237347375892,0.264923151016296,0.542294611847371,"GroupAD",0.659674956549099,25,25
"K03480","Group","SCD",-0.131888878144294,0.212886025664169,0.542562574484317,"GroupSCD",0.659958433409121,25,25
"K00681","Group","AD",0.310203402696607,0.501364260297056,0.543085160691262,"GroupAD",0.660556540171124,25,25
"K07694","Group","SCD",0.559769777588032,0.90641592630638,0.543831062774344,"GroupSCD",0.661426183442466,25,24
"K06395","Group","SCS",0.315438188761726,0.511275888384614,0.544219610194796,"GroupSCS",0.661861125432153,25,25
"K02899","Group","SCS",-0.0401163136213256,0.0650682228185274,0.544501382805215,"GroupSCS",0.662166169518039,25,25
"K02756","Group","AD",-0.0607234525243871,0.0985155076400706,0.544593371877754,"GroupAD",0.662202761121643,25,25
"K02757","Group","AD",-0.0607234525243871,0.0985155076400706,0.544593371877754,"GroupAD",0.662202761121643,25,25
"K12962","Group","AD",0.373026481487367,0.605378946663499,0.544721403832105,"GroupAD",0.662320802204451,25,12
"K16907","Group","AD",-0.165304692735857,0.268323985646733,0.544800927373324,"GroupAD",0.662379852374113,25,25
"K10747","Group","MCI",-0.417949706950758,0.678653872406934,0.544938539019423,"GroupMCI",0.66250951649864,25,24
"K07093","Group","SCD",-0.266975714251845,0.433798051504917,0.545205924849009,"GroupSCD",0.662796930003942,25,25
"K09777","Group","AD",0.380617696907373,0.618639171082618,0.545327503919478,"GroupAD",0.662907066295163,25,25
"K02904","Group","SCD",0.0772210048346758,0.125524892980267,0.545369651161659,"GroupSCD",0.662920637214797,25,25
"K02847","Group","SCS",-0.267172006945614,0.434454025907917,0.545514905476088,"GroupSCS",0.663059530623552,25,25
"K07029","Group","AD",-0.302146996019886,0.49188382591296,0.545965131363838,"GroupAD",0.663569072407446,25,25
"K08965","Group","SCD",-0.238250403837571,0.387922341210779,0.546026389679595,"GroupSCD",0.663605829797479,25,25
"K03814","Group","AD",0.510947858018573,0.83382169584696,0.546928278251855,"GroupAD",0.664626423665399,25,23
"K14057","Group","SCS",-0.344238135615409,0.561754369295464,0.546919928048104,"GroupSCS",0.664626423665399,25,25
"K01174","Group","AD",0.374295725283418,0.611040349956878,0.547073141108387,"GroupAD",0.664726953668866,25,25
"K05245","Group","SCS",0.266039744868569,0.434299191165926,0.547061689001793,"GroupSCS",0.664726953668866,25,25
"K02377","Group","SCS",0.129423658541594,0.211320566598944,0.547139950977177,"GroupSCS",0.664770379960686,25,25
"K20391","Group","AD",-0.708681297983654,1.15731766586153,0.547207160494154,"GroupAD",0.664814286862354,25,18
"K18986","Group","SCS",0.533504178219491,0.873744422297766,0.548344276319414,"GroupSCS",0.66615796821089,25,16
"K21355","Group","SCS",0.581659764096182,0.952827845435913,0.548434454467376,"GroupSCS",0.66622969328246,25,22
"K01488","Group","MCI",0.16474399878189,0.270173181174181,0.548878849640286,"GroupMCI",0.666731683144291,25,25
"K00962","Group","SCD",0.0329232108888195,0.0540201034742601,0.549079955660535,"GroupSCD",0.666938105666353,25,25
"K14989","Group","SCS",0.593175301385638,0.975205206254706,0.549863124513748,"GroupSCS",0.667851465264314,25,11
"K08369","Group","SCS",-0.158775944611313,0.261107894051593,0.549974497565304,"GroupSCS",0.66794881931698,25,25
"K11941","Group","SCD",0.416705956259186,0.68572400162441,0.550233267617526,"GroupSCD",0.668225167098682,25,24
"K02799","Group","SCS",0.164395146788694,0.270608492760247,0.550354075325092,"GroupSCS",0.668296015644476,25,25
"K02800","Group","SCS",0.164395146788694,0.270608492760247,0.550354075325092,"GroupSCS",0.668296015644476,25,25
"K07043","Group","MCI",-0.072221592559344,0.118943362903849,0.550554834203058,"GroupMCI",0.668501857590864,25,25
"K07749","Group","MCI",-0.344724794231591,0.568700309267174,0.551225435821679,"GroupMCI",0.669278142369801,25,25
"K02027","Group","AD",-0.0976741220523037,0.161270862486955,0.55155734206925,"GroupAD",0.669611860085538,25,25
"K03931","Group","AD",0.636774221088244,1.05139998623373,0.551562881947445,"GroupAD",0.669611860085538,25,25
"K02437","Group","MCI",0.0864688173498094,0.142915628601113,0.551960185732135,"GroupMCI",0.670056177811334,25,25
"K07271","Group","MCI",0.0525865778295562,0.0869588613280894,0.552158630621856,"GroupMCI",0.670259052580576,25,25
"K20862","Group","SCD",0.332712603628513,0.550520169452641,0.552399013184628,"GroupSCD",0.670512809105254,25,22
"K07727","Group","AD",-0.107336376202814,0.177619604791016,0.552435272533686,"GroupAD",0.670518782115427,25,25
"K03809","Group","AD",-0.496757768303023,0.82229334271333,0.552560511014232,"GroupAD",0.670632746818339,25,24
"K07334","Group","MCI",-0.254391226391077,0.421280259484071,0.55272989630359,"GroupMCI",0.670800275740874,25,25
"K00634","Group","MCI",0.153493368345748,0.254254184847258,0.55282913965441,"GroupMCI",0.670882665308023,25,25
"K07102","Group","MCI",0.157395487028726,0.260973613761108,0.553214889131686,"GroupMCI",0.671312713694508,25,25
"K18353","Group","SCD",0.377435807041008,0.626016240823068,0.553340010238056,"GroupSCD",0.671426465096889,25,25
"K15051","Group","AD",0.215889914342664,0.358153169118765,0.553425062207113,"GroupAD",0.671464306046873,25,25
"K15520","Group","AD",0.345843921828929,0.573763477295783,0.553439825766066,"GroupAD",0.671464306046873,25,14
"K19883","Group","MCI",0.552118432273591,0.916037362629353,0.553465344056957,"GroupMCI",0.671464306046873,25,25
"K02112","Group","SCS",0.0632036135073364,0.104871793298339,0.553497790775306,"GroupSCS",0.67146559683781,25,25
"K07474","Group","MCI",-0.217606430279985,0.361177829952913,0.553617784057707,"GroupMCI",0.671573086954229,25,25
"K15533","Group","AD",-0.173050205286254,0.287271744398085,0.553682428962778,"GroupAD",0.671613427636918,25,25
"K07284","Group","MCI",0.180719899730613,0.300230885258958,0.553979714409729,"GroupMCI",0.671935939314657,25,25
"K02408","Group","SCS",0.101668037861911,0.16899875545087,0.554205503541371,"GroupSCS",0.672171699663918,25,25
"K03527","Group","AD",0.0435931537286578,0.0725390261877638,0.554616194869038,"GroupAD",0.672631680388728,25,25
