feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
K09882	Group	SCD	8.74357113937836	0.165065111935724	25	10	5.57420323929865e-23	1.17358804007784e-20
K21990	Group	AD	10.7293910527377	0.202823848253772	25	16	5.7234078211134e-23	1.1889129489373e-20
K07259	Group	SCD	9.05708806725373	0.172010372693759	25	20	6.27800293155988e-23	1.29157837234284e-20
K00428	Group	AD	-8.93056443702891	0.170155129063851	25	21	6.69316086152986e-23	1.36387495041231e-20
K21572	Group	SCS	8.24158997667606	0.157574249000415	25	25	7.17108905232203e-23	1.44747756003285e-20
K21573	Group	SCS	11.5498482560279	0.221415016283553	25	21	7.56058600143322e-23	1.51183456155762e-20
K00351	Group	MCI	10.160956899408	0.196223683954515	25	22	8.7463904075145e-23	1.71686026751541e-20
K21573	Group	SCD	11.4667652781987	0.221415016283553	25	21	8.7261499881437e-23	1.71686026751541e-20
K08218	Group	MCI	9.45707869684854	0.183114056470213	25	21	9.21771939166855e-23	1.79293021912855e-20
K03646	Group	MCI	7.6450472016255	0.148133353547873	25	25	9.34845306718425e-23	1.80197749392319e-20
K03634	Group	SCS	9.31330807437991	0.181874371346473	25	21	1.09181734108163e-22	2.08576105623059e-20
K06137	Group	MCI	7.61017956035935	0.149089588424473	25	11	1.16317949968836e-22	2.20242376772852e-20
K03473	Group	MCI	9.46850966481292	0.186668557521222	25	23	1.31822284885565e-22	2.47409614685223e-20
K05340	Group	AD	6.91485169958034	0.136643829281909	25	25	1.38099088986718e-22	2.56936357213898e-20
K12056	Group	MCI	7.525380453312	0.149273205814336	25	6	1.48891958208187e-22	2.74628649812272e-20
K03646	Group	SCS	7.45792895756124	0.148133353547873	25	25	1.52900450966641e-22	2.79611799049765e-20
K11811	Group	MCI	7.46121436918126	0.149122664852652	25	6	1.72978968303894e-22	3.13648983544925e-20
K08218	Group	SCD	9.10357906641987	0.183114056470213	25	21	1.9637138887761e-22	3.53072456842467e-20
K21573	Group	MCI	10.9996710767373	0.221415016283553	25	21	1.99244626295957e-22	3.55253168685692e-20
K03634	Group	SCD	9.00705905343173	0.181874371346473	25	21	2.12031080207431e-22	3.74927024142e-20
K18300	Group	MCI	9.62836930563844	0.194899425392822	25	21	2.22648857012016e-22	3.904749954614e-20
K06138	Group	MCI	7.65074284469203	0.155169876100527	25	11	2.31424175448887e-22	3.96459440215046e-20
K08676	Group	SCD	11.3883889951419	0.230836637832035	25	22	2.28676842717665e-22	3.96459440215046e-20
K18300	Group	SCD	9.60922213010094	0.194899425392822	25	21	2.31620069297442e-22	3.96459440215046e-20
K21572	Group	SCD	7.7434335662189	0.157574249000415	25	25	2.47251900696165e-22	4.19857275182154e-20
K15914	Group	SCS	-8.46181764081162	0.173042694255094	25	17	2.72622366031566e-22	4.5929355461507e-20
K01659	Group	SCD	10.7914637888386	0.221569015643342	25	20	2.95165960738774e-22	4.93388351247407e-20
K00326	Group	MCI	6.8946244643904	0.142328261097476	25	6	3.28644211237633e-22	5.45090817336465e-20
K01659	Group	SCS	10.71873953482	0.221569015643342	25	20	3.37541500183825e-22	5.55541379841009e-20
K22468	Group	MCI	9.91074516423129	0.20500754064023	25	16	3.42171014667796e-22	5.58861910674212e-20
K01661	Group	AD	-5.13179071206568	0.106647939439721	25	25	3.75244724870407e-22	6.08237585858123e-20
K07713	Group	AD	12.952495782832	0.270650822601281	25	23	4.18188233409534e-22	6.7274852947597e-20
K03634	Group	AD	8.69836272535611	0.181874371346473	25	21	4.23533536219678e-22	6.7626295081763e-20
K00347	Group	SCS	8.51419545376415	0.178143920370367	25	21	4.29246922501137e-22	6.77558079427399e-20
K22468	Group	SCS	9.79646878584246	0.20500754064023	25	16	4.30678158544243e-22	6.77558079427399e-20
K00347	Group	AD	8.40055229805885	0.178143920370367	25	21	5.60328463291741e-22	8.75094000043073e-20
K10537	Group	SCD	9.81676906582881	0.209433286454201	25	18	6.31356311413335e-22	9.78876785434762e-20
K12585	Group	AD	10.6443223880468	0.227815098727347	25	24	6.72638712618253e-22	1.03537970468922e-19
K06143	Group	SCS	10.5397057638534	0.226237163000952	25	20	7.12820916159087e-22	1.07405044522112e-19
K16870	Group	SCD	7.78522048241419	0.16699408243244	25	7	7.02955346553203e-22	1.07405044522112e-19
K17713	Group	SCD	7.7483941702749	0.166308444773872	25	15	7.11752350177683e-22	1.07405044522112e-19
K07259	Group	MCI	8.00608854571826	0.172010372693759	25	20	7.2591642707984e-22	1.08613341774827e-19
K15914	Group	AD	-8.04489129511718	0.173042694255094	25	17	7.42636369997848e-22	1.10343387308847e-19
K08218	Group	SCS	8.50986425010063	0.183114056470213	25	21	7.48283922936945e-22	1.1041574355282e-19
K12585	Group	SCD	10.5677485779467	0.227815098727347	25	24	7.76149638009773e-22	1.13743134622309e-19
K12585	Group	SCS	10.5561494992927	0.227815098727347	25	24	7.93232164328779e-22	1.14675644513369e-19
K18300	Group	SCS	9.03303351272169	0.194899425392822	25	21	7.89618372080211e-22	1.14675644513369e-19
K15727	Group	AD	-8.50589015184685	0.184090556624537	25	21	8.39223280364894e-22	1.20510210111995e-19
K01130	Group	SCS	4.5539863616953	0.0987111197357763	25	25	8.64992153293624e-22	1.23382480745803e-19
K00347	Group	SCD	8.20267510087296	0.178143920370367	25	21	8.98845898892165e-22	1.27362297037727e-19
K22468	Group	SCD	9.40826906325407	0.20500754064023	25	16	9.60105314341515e-22	1.35147455958231e-19
K03634	Group	MCI	8.34142659999528	0.181874371346473	25	21	9.72056441735955e-22	1.35935422401193e-19
K05340	Group	SCD	6.19573699731789	0.136643829281909	25	25	1.21928688723529e-21	1.68308788640557e-19
K21990	Group	MCI	9.19928567293398	0.202823848253772	25	16	1.21195769157509e-21	1.68308788640557e-19
K09810	Group	SCD	7.94654473623005	0.176385007666108	25	25	1.38457298378799e-21	1.89899510007229e-19
K12585	Group	MCI	10.2472573162122	0.227815098727347	25	24	1.42895108059518e-21	1.94737817327481e-19
K21572	Group	MCI	7.08321439660504	0.157574249000415	25	25	1.44732122076008e-21	1.9599294202141e-19
K09810	Group	AD	7.89400150439695	0.176385007666108	25	25	1.57905826027617e-21	2.12487613439427e-19
K08676	Group	SCS	10.2798494621452	0.230836637832035	25	22	1.74204796791357e-21	2.32955364509243e-19
K05340	Group	SCS	6.06822586065596	0.136643829281909	25	25	1.84091955845333e-21	2.44647918463773e-19
K06143	Group	SCD	9.99206601807822	0.226237163000952	25	20	2.05202842962448e-21	2.7101975481633e-19
K00347	Group	MCI	7.8115848796868	0.178143920370367	25	21	2.36612595750079e-21	3.10586693169859e-19
K07713	Group	SCS	11.8279186465536	0.270650822601281	25	23	2.53006459967677e-21	3.30080866918806e-19
K21572	Group	AD	6.88360752803796	0.157574249000415	25	25	2.54953384639501e-21	3.30605007136168e-19
K11607	Group	MCI	6.29570123233246	0.144622723785568	25	6	2.73289999666647e-21	3.52247761016119e-19
K05340	Group	MCI	5.92882099682798	0.136643829281909	25	25	2.91690991170546e-21	3.72574355417653e-19
K06177	Group	SCD	5.48137936668909	0.126411598229074	25	25	2.9537601721709e-21	3.72574355417653e-19
K09810	Group	SCS	7.64645251555725	0.176385007666108	25	25	2.96788058079922e-21	3.72574355417653e-19
K12976	Group	AD	10.8269398055479	0.249773831534045	25	18	2.97323542723769e-21	3.72574355417653e-19
K17713	Group	MCI	7.20842527627584	0.166308444773872	25	15	2.97766941374176e-21	3.72574355417653e-19
K01659	Group	MCI	9.57320081738362	0.221569015643342	25	20	3.17071820517752e-21	3.94422597197547e-19
K07713	Group	SCD	11.6354484568579	0.270650822601281	25	23	3.50108571099629e-21	4.3300132874264e-19
K10537	Group	MCI	8.98122535498946	0.209433286454201	25	18	3.67839571781379e-21	4.52315832059447e-19
K02852	Group	MCI	8.49664512348633	0.198450233776993	25	16	3.79661095180886e-21	4.58939479801708e-19
K04525	Group	SCD	8.85572716621376	0.206813854768384	25	7	3.78818744216318e-21	4.58939479801708e-19
K05783	Group	SCS	9.80973219517717	0.22899747245412	25	20	3.75691726570012e-21	4.58939479801708e-19
K03606	Group	AD	11.25463369203	0.262957677557317	25	22	3.82271762550538e-21	4.59499248962433e-19
K06143	Group	MCI	9.62583736335491	0.226237163000952	25	20	4.29791391277215e-21	5.13732771383648e-19
K07713	Group	MCI	11.4995066782549	0.270650822601281	25	23	4.41799973711968e-21	5.25152902085626e-19
K06177	Group	SCS	5.36935720281702	0.126411598229074	25	25	4.44515815604197e-21	5.25461900036873e-19
K07221	Group	AD	-7.12111152096275	0.16803708637615	25	25	4.6508630339614e-21	5.46757502607902e-19
K10778	Group	SCS	4.96622060337302	0.117353474317425	25	25	4.78251495696611e-21	5.59162240542332e-19
K09125	Group	SCD	10.5810364199889	0.251067623608502	25	21	5.18952945089127e-21	6.03452022452552e-19
K07347	Group	MCI	11.3218789307395	0.268760038465492	25	11	5.2331432487653e-21	6.05234232165311e-19
K12409	Group	MCI	8.09652210758755	0.194049192961153	25	7	6.3271840626019e-21	7.24266384059778e-19
K15303	Group	AD	8.49313201346071	0.203559399572904	25	12	6.33005299210967e-21	7.24266384059778e-19
K17210	Group	MCI	10.5123625962716	0.253194340932459	25	11	6.97510324001672e-21	7.93826111294669e-19
K03606	Group	SCS	10.9066387310401	0.262957677557317	25	22	7.11670926994175e-21	8.05656674813088e-19
K13668	Group	SCS	9.91750229845778	0.239562370958827	25	21	7.38798462976508e-21	8.31964837570809e-19
K09125	Group	SCS	10.3070269331673	0.251067623608502	25	21	8.72042434336276e-21	9.76870153144449e-19
K16264	Group	AD	8.35654464439682	0.204384902508041	25	25	9.45009885938193e-21	1.05309539164237e-18
K05783	Group	SCD	9.35727680483912	0.22899747245412	25	20	9.56226063414189e-21	1.06007320480881e-18
K02527	Group	MCI	2.95480219802713	0.0726786944566656	25	25	1.05684510096545e-20	1.16558029795138e-18
K22396	Group	SCD	8.33239034997928	0.205466058104856	25	20	1.11070077738297e-20	1.21869506835313e-18
K21063	Group	AD	10.3466137834201	0.255420731811515	25	23	1.13562159715813e-20	1.23968161697935e-18
K10742	Group	SCS	9.53867341573882	0.235886155918317	25	16	1.17541368745684e-20	1.27660666278307e-18
K19789	Group	MCI	7.77823771831529	0.19283940628051	25	11	1.2357719581666e-20	1.33538266752185e-18
K02852	Group	SCD	7.99123076255974	0.198450233776993	25	16	1.27713771948684e-20	1.36628193230702e-18
K08676	Group	MCI	9.29719655638041	0.230836637832035	25	22	1.27219370101073e-20	1.36628193230702e-18
K21063	Group	SCS	10.2748595919725	0.255420731811515	25	23	1.30310936350645e-20	1.38713074336239e-18
K00895	Group	AD	11.1641533696147	0.2776949115134	25	22	1.31873449217512e-20	1.39681401953361e-18
K09810	Group	MCI	7.08829365596069	0.176385007666108	25	25	1.32945191261724e-20	1.40122921785017e-18
K09924	Group	AD	11.1892303458715	0.278940800540048	25	21	1.37823918741646e-20	1.44552968891973e-18
K01387	Group	AD	-5.50182108387853	0.137430581721395	25	25	1.43358447150424e-20	1.49624260255145e-18
K01400	Group	MCI	7.84919834279458	0.196841042194095	25	7	1.54984096800014e-20	1.60972802676364e-18
K13668	Group	SCD	9.54371046946492	0.239562370958827	25	21	1.57909941768297e-20	1.63219377491521e-18
K09125	Group	MCI	9.98676856060035	0.251067623608502	25	21	1.6275673472431e-20	1.65039957164044e-18
K15313	Group	MCI	-5.74564269070928	0.144383069366207	25	15	1.61369831724166e-20	1.65039957164044e-18
K15313	Group	AD	-5.74564269070928	0.144383069366207	25	15	1.61369831724166e-20	1.65039957164044e-18
K21063	Group	SCD	10.1603269279731	0.255420731811515	25	23	1.62628928398276e-20	1.65039957164044e-18
K19789	Group	SCD	7.66802399558557	0.19283940628051	25	11	1.63846035897134e-20	1.65360838870522e-18
K09065	Group	AD	10.7737654456214	0.27153637922553	25	22	1.71069666710072e-20	1.7184068492623e-18
K01095	Group	SCS	9.3526067923596	0.235985179802943	25	18	1.7493878107341e-20	1.74906082235826e-18
K09476	Group	MCI	10.2248769338826	0.258492939482217	25	16	1.81741984740124e-20	1.80025532662022e-18
K14062	Group	MCI	10.2248769338826	0.258492939482217	25	16	1.81741984740124e-20	1.80025532662022e-18
K09065	Group	SCD	10.7211579988996	0.27153637922553	25	22	1.88442039112008e-20	1.85802113771453e-18
K03606	Group	SCD	10.34762316913	0.262957677557317	25	22	2.01373490129212e-20	1.97641614440579e-18
K16153	Group	AD	8.98588734856698	0.228753135334253	25	25	2.08465144768851e-20	2.03667590752253e-18
K00895	Group	SCD	10.9009148574232	0.2776949115134	25	22	2.11318812737502e-20	2.04930490007118e-18
K22396	Group	SCS	8.06488648353824	0.205466058104856	25	20	2.1167338891182e-20	2.04930490007118e-18
K03444	Group	SCS	10.9425757773098	0.279194812191835	25	21	2.17985206140985e-20	2.10090606783446e-18
K03606	Group	MCI	10.2963882165106	0.262957677557317	25	22	2.22120603144646e-20	2.13116252236899e-18
K21574	Group	SCS	12.3926538638336	0.318448838306218	25	21	2.50850755149835e-20	2.39607265945798e-18
K01095	Group	SCD	9.13351703203897	0.235985179802943	25	18	2.79414454604221e-20	2.65704518698307e-18
K21063	Group	MCI	9.8826750861022	0.255420731811515	25	23	2.8113423618528e-20	2.66156996346029e-18
K00895	Group	SCS	10.73104660338	0.2776949115134	25	22	2.88178021182406e-20	2.70560780793923e-18
K21990	Group	SCD	7.83759347629208	0.202823848253772	25	16	2.88314909427063e-20	2.70560780793923e-18
K16153	Group	SCS	8.82522248000519	0.228753135334253	25	25	2.97708373668718e-20	2.78155823712484e-18
K09065	Group	MCI	10.4410067338752	0.27153637922553	25	22	3.17913761405964e-20	2.95742732132261e-18
K10742	Group	SCD	9.06536227233375	0.235886155918317	25	16	3.21279572617541e-20	2.9757998855952e-18
K05783	Group	MCI	8.7693109941699	0.22899747245412	25	20	3.44703297180963e-20	3.17899644244995e-18
K00946	Group	AD	3.56470644590017	0.0931075927497552	25	25	3.46212661515872e-20	3.17921292094145e-18
K10742	Group	MCI	9.00916288656502	0.235886155918317	25	16	3.63249041749035e-20	3.32140021250528e-18
K21575	Group	AD	9.23482264507956	0.241893528979726	25	25	3.66194758505219e-20	3.33408640552241e-18
K16153	Group	SCD	8.7290298450565	0.228753135334253	25	25	3.6962959259847e-20	3.35109947594782e-18
K02014	Group	AD	4.09932788765215	0.107695334760701	25	25	3.88283546381196e-20	3.50536487695024e-18
K01130	Group	SCD	3.74557443682125	0.0987111197357762	25	25	4.1310620291937e-20	3.71379004943817e-18
K00895	Group	MCI	10.5177337218321	0.2776949115134	25	22	4.28365674995517e-20	3.83485856995987e-18
K06177	Group	MCI	4.78120695980253	0.126411598229074	25	25	4.40279597881282e-20	3.92509261511163e-18
K09065	Group	SCS	10.2195009439356	0.27153637922553	25	22	4.85444083693867e-20	4.30977660361576e-18
K11381	Group	SCD	9.86738070458147	0.262568968100324	25	19	4.99840634758772e-20	4.41925215756144e-18
K21574	Group	AD	11.907478088264	0.318448838306218	25	21	5.51842612111319e-20	4.85894013528139e-18
K11707	Group	AD	9.97443126495309	0.266950352535315	25	25	5.59986968566144e-20	4.91044310632837e-18
K02527	Group	AD	2.71495370231236	0.0726786944566656	25	25	5.62596429464695e-20	4.91318906319454e-18
K12299	Group	SCD	8.82646075791989	0.236461119845623	25	6	5.71054367748701e-20	4.9667801838826e-18
K19776	Group	MCI	7.83314155742805	0.210739503238658	25	11	6.20748558673633e-20	5.37714014630811e-18
K01284	Group	SCD	8.55211867287431	0.230513005017634	25	25	6.44063817106275e-20	5.55660864145398e-18
K17108	Group	SCD	10.1452474087637	0.274448356989296	25	17	6.91865894575062e-20	5.92069885466038e-18
K21089	Group	MCI	9.20964958275385	0.249187865158196	25	11	6.94566934249278e-20	5.92069885466038e-18
K21972	Group	MCI	9.20964958275385	0.249187865158196	25	11	6.94566934249278e-20	5.92069885466038e-18
K11381	Group	SCS	9.69630784975949	0.262568968100324	25	19	7.05799069780605e-20	5.99257019723247e-18
K01284	Group	AD	8.50345667648171	0.230513005017634	25	25	7.20794963730283e-20	6.09570317943602e-18
K21575	Group	SCD	8.91726573109184	0.241893528979726	25	25	7.30437449768184e-20	6.15292900600002e-18
K08348	Group	MCI	10.3077469089062	0.279749388425697	25	16	7.37532581159429e-20	6.18833219862241e-18
K21575	Group	MCI	8.90577666406877	0.241893528979726	25	25	7.49248655413083e-20	6.26207977781966e-18
K07263	Group	AD	3.25994586182755	0.0888398437650604	25	25	8.00059868419877e-20	6.66073188510182e-18
K08191	Group	SCD	3.23199193581206	0.0881489932094602	25	25	8.12865115581819e-20	6.74110930735993e-18
K06177	Group	AD	4.61551444308437	0.126411598229074	25	25	8.82879606913951e-20	7.29347184151772e-18
K00799	Group	MCI	9.95335116551119	0.273355337843992	25	12	9.31950503079855e-20	7.6398517103052e-18
K09924	Group	MCI	10.1584334609259	0.278940800540048	25	21	9.28870023867614e-20	7.6398517103052e-18
K02080	Group	SCD	9.558093786942	0.262727904120988	25	8	9.48024396986152e-20	7.74195801447164e-18
K15578	Group	MCI	7.64658114938153	0.210529792452535	25	7	9.79138105259526e-20	7.96564216735088e-18
