"feature","metadata","value","coef","stderr","pval","name","qval","N","N.not.zero"
"map00500","Group","AD",0.0543008775665566,0.0309326871634185,0.117255736968768,"GroupAD",0.140508984384516,10,10
"map00440","Group","AD",-0.143169175369989,0.0843168174132921,0.127941316244776,"GroupAD",0.152669469804691,10,10
"map04922","Group","AD",-0.0946164660629488,0.0564219302975188,0.132076507833083,"GroupAD",0.156944469558978,10,10
"map04112","Group","AD",0.0461190375195267,0.0284916457244232,0.144175268601366,"GroupAD",0.170607401178283,10,10
"map00903","Group","AD",-0.249120543683889,0.154253526131435,0.144972475794557,"GroupAD",0.170838934131346,10,10
"map00290","Group","AD",0.0827728951665579,0.0521816766484635,0.151344834679591,"GroupAD",0.177611293590925,10,10
"map05142","Group","AD",1.56265696093145,0.990524812131952,0.153308097274318,"GroupAD",0.179174895579862,10,8
"map00984","Group","AD",-0.937904927059956,0.602040834439152,0.157878370617214,"GroupAD",0.183760070718397,10,10
"map03030","Group","AD",0.0437415788307416,0.0284400558261333,0.162600344472027,"GroupAD",0.188483664612472,10,10
"map00730","Group","AD",0.0642461143618252,0.0426375336613358,0.170287622818022,"GroupAD",0.196592214960644,10,10
"map00270","Group","AD",0.0235706222571266,0.0160415390497295,0.179932944757733,"GroupAD",0.206886462798365,10,10
"map00620","Group","AD",0.00519638370239045,0.00355133276365346,0.181556863370903,"GroupAD",0.207911891924744,10,10
"map00190","Group","AD",-0.0203376081438451,0.0139835305957425,0.183917721612433,"GroupAD",0.209769610192494,10,10
"map00981","Group","AD",0.879916111175852,0.618293857639272,0.192501824348009,"GroupAD",0.218682072459338,10,10
"map00680","Group","AD",-0.0829713887921478,0.0587945771970829,0.195868700961389,"GroupAD",0.221620362840774,10,10
"map04918","Group","AD",-0.474915476795404,0.33844648860028,0.198151800182739,"GroupAD",0.222788002089452,10,10
"map05131","Group","AD",-2.20761262765066,1.57448589781654,0.198469593410674,"GroupAD",0.222788002089452,10,9
"map00900","Group","AD",-0.0388340167397763,0.0304533470376101,0.2380231606964,"GroupAD",0.266136132432195,10,10
"map01110","Group","AD",0.0121190386764731,0.00957093632461811,0.241054120307574,"GroupAD",0.268468118303338,10,10
"map04072","Group","AD",-0.863528387603491,0.754439672270599,0.285464393442559,"GroupAD",0.316687061475338,10,10
"map00333","Group","AD",-0.0568928406809299,0.0541787727278584,0.324358486135014,"GroupAD",0.358435058608343,10,10
"map03450","Group","AD",-0.489524841283202,0.476588545954659,0.334404699072453,"GroupAD",0.368104397428591,10,10
"map04621","Group","AD",0.037670037003154,0.0369391298772252,0.337675232594761,"GroupAD",0.370269367015105,10,10
"map00770","Group","AD",-0.012323317889045,0.012277199778471,0.344886746245694,"GroupAD",0.376722445899142,10,10
"map00966","Group","AD",-0.0662320261933447,0.0671886529475894,0.353121012139914,"GroupAD",0.384238955738451,10,10
"map00332","Group","AD",0.0852044543258632,0.0926659766696393,0.384730661478455,"GroupAD",0.417036289541532,10,10
"map04934","Group","AD",-0.177064221615955,0.22216576689053,0.44846109484085,"GroupAD",0.482435420207581,10,10
"map05211","Group","AD",-0.177064221615955,0.22216576689053,0.44846109484085,"GroupAD",0.482435420207581,10,10
"map01200","Group","AD",0.0204479259438719,0.0291727923418328,0.503224038155551,"GroupAD",0.539304252211987,10,10
"map03070","Group","AD",0.0452383711870784,0.0667940872904311,0.517330495012329,"GroupAD",0.552337821742486,10,10
"map00380","Group","AD",-0.025667777126966,0.0394276118276966,0.53328868963425,"GroupAD",0.567243400210213,10,10
"map00960","Group","AD",-0.0359960188204419,0.0570662715690486,0.545780957411051,"GroupAD",0.578364895166934,10,10
"map04725","Group","AD",0.485278156287995,0.824588708214842,0.572426972996803,"GroupAD",0.60434669268064,10,10
"map00471","Group","AD",-0.0157345439329999,0.0272987801709502,0.580206942442317,"GroupAD",0.610291746865252,10,10
"map00121","Group","AD",0.0653486431760353,0.124165607974687,0.61295294941526,"GroupAD",0.642356596435181,10,10
"map04151","Group","AD",-0.0650508506967036,0.124526418445257,0.615554589332705,"GroupAD",0.642711409450325,10,10
"map05143","Group","AD",0.416878462395356,0.922399539436279,0.663307043924483,"GroupAD",0.69003370137199,10,10
"map04721","Group","AD",0.430651157127449,1.05405571373533,0.693576024928267,"GroupAD",0.718889018538788,10,10
"map00120","Group","AD",0.0356232380614691,0.10644449407993,0.746483355595638,"GroupAD",0.770913719960586,10,10
"map04966","Group","AD",0.313658656983214,1.02594854019867,0.76761781993477,"GroupAD",0.787016104193049,10,10
"map05323","Group","AD",0.313658656983214,1.02594854019867,0.76761781993477,"GroupAD",0.787016104193049,10,10
"map05152","Group","AD",0.00686594998287292,0.0296723683536873,0.822818801942758,"GroupAD",0.840577481121379,10,10
"map00550","Group","AD",0.00628943091393537,0.0301622647171692,0.840034224342081,"GroupAD",0.853144704609677,10,10
"map01130","Group","AD",0.00144579799908346,0.00698216498505008,0.84112858200954,"GroupAD",0.853144704609677,10,10
"map00230","Group","AD",0.00191784390675396,0.0159842995035969,0.907455130013627,"GroupAD",0.915050588556354,10,10
"map00480","Group","AD",0.00965740350709172,0.0815092979292872,0.908606570327084,"GroupAD",0.915050588556354,10,10
"map00280","Group","AD",-0.00209517246702024,0.0336597629815966,0.951894312270984,"GroupAD",0.955257896413285,10,10
"map00565","Group","AD",-0.0155085368793098,1.10159093013077,0.98911226843709,"GroupAD",0.98911226843709,10,10
