"feature","metadata","value","coef","stderr","pval","name","qval","N","N.not.zero"
"map01120","Group","AD",-0.115313762620962,0.0227478936226531,0.00096595853028417,"GroupAD",0.00197361311223528,10,10
"map00281","Group","AD",-1.09105786189276,0.216979287640946,0.00101619174769189,"GroupAD",0.00206141754531784,10,10
"map00930","Group","AD",0.576041341175297,0.114921197894341,0.00103653801250563,"GroupAD",0.00208777869185531,10,10
"map00473","Group","AD",-0.15289106968969,0.031784119142573,0.00133782355372928,"GroupAD",0.00265693628852529,10,10
"map00633","Group","AD",-0.961555696644003,0.199830926132454,0.00133518143934773,"GroupAD",0.00265693628852529,10,10
"map04024","Group","AD",-5.39082856547558,1.12508107323445,0.00137034552871454,"GroupAD",0.00268398710451675,10,5
"map04371","Group","AD",-5.38695954736098,1.12422861350889,0.00137000946366083,"GroupAD",0.00268398710451675,10,5
"map04923","Group","AD",-5.40366648815064,1.12960203728209,0.00138411504157891,"GroupAD",0.00269238816307131,10,5
"map05150","Group","AD",-0.672440429499618,0.141242998460538,0.00142519808499191,"GroupAD",0.0027534439193041,10,10
"map02010","Group","AD",-0.334701362262072,0.0710377667446449,0.00151853995902549,"GroupAD",0.00291395505650838,10,10
"map00983","Group","AD",0.145765989177227,0.0313024598275327,0.00163043415525326,"GroupAD",0.00308695533394618,10,10
"map03018","Group","AD",0.135865477730669,0.0291506468582028,0.00162175374475963,"GroupAD",0.00308695533394618,10,10
"map05012","Group","AD",-4.3438581939392,0.939950506388536,0.00170714878511934,"GroupAD",0.00321079639055558,10,9
"map05132","Group","AD",-0.80122284528991,0.175824483719535,0.00185734186206711,"GroupAD",0.00347029663702013,10,10
"map00030","Group","AD",-0.160724463441289,0.0354918217553702,0.00192819472529522,"GroupAD",0.00357913269270485,10,10
"map05219","Group","AD",-0.518266500701945,0.114622148436296,0.00194599805014909,"GroupAD",0.00358872367689832,10,10
"map00642","Group","AD",-1.04867920431003,0.232308732131931,0.00196498627146804,"GroupAD",0.0036003619425608,10,10
"map00510","Group","AD",0.481211061860459,0.106746916525973,0.00198113760087347,"GroupAD",0.00360668640159016,10,10
"map00300","Group","AD",0.123992675615435,0.0275949636329298,0.00201988961317153,"GroupAD",0.00365381305822111,10,10
"map00790","Group","AD",0.306443151069992,0.0687322810403868,0.00211526208498388,"GroupAD",0.00380211665908495,10,10
"map00592","Group","AD",-1.01061518931884,0.230170510791677,0.00231530256823655,"GroupAD",0.00413550898980616,10,10
"map00010","Group","AD",0.0739152668131587,0.0168837718014667,0.00235544327087473,"GroupAD",0.00415073092667235,10,10
"map00240","Group","AD",0.153329691584922,0.0350545954729262,0.00236767045817226,"GroupAD",0.00415073092667235,10,10
"map04976","Group","AD",-0.884806891696521,0.202162129136871,0.00235913626217851,"GroupAD",0.00415073092667235,10,10
"map01054","Group","AD",-0.774651012839277,0.179197612398135,0.00253617763411783,"GroupAD",0.00441886164472063,10,10
"map04657","Group","AD",0.308234730829754,0.0724238477238415,0.00277648940733314,"GroupAD",0.00469358923620603,10,10
"map04659","Group","AD",0.308234730829754,0.0724238477238415,0.00277648940733314,"GroupAD",0.00469358923620603,10,10
"map04914","Group","AD",0.308234730829754,0.0724238477238415,0.00277648940733314,"GroupAD",0.00469358923620603,10,10
"map04915","Group","AD",0.308234730829754,0.0724238477238415,0.00277648940733314,"GroupAD",0.00469358923620603,10,10
"map05215","Group","AD",0.308234730829754,0.0724238477238415,0.00277648940733314,"GroupAD",0.00469358923620603,10,10
"map05146","Group","AD",-0.776794035030377,0.183230956714294,0.0028396901809645,"GroupAD",0.00477202373605869,10,10
"map01230","Group","AD",-0.0648302790736963,0.0155975708916945,0.00318074401760605,"GroupAD",0.00531371353529481,10,10
"map04141","Group","AD",0.149095390686621,0.0362563075907824,0.00338007712197987,"GroupAD",0.00561369533708938,10,10
"map04612","Group","AD",0.146294298960649,0.0363567053365011,0.00382056530647771,"GroupAD",0.00630837527348646,10,10
"map00710","Group","AD",-0.120414673370479,0.0302600635312667,0.00406552414695131,"GroupAD",0.00667403964008192,10,10
"map00330","Group","AD",-0.0940401953117092,0.0237267379921377,0.00415677833523845,"GroupAD",0.00678462670809035,10,10
"map03020","Group","AD",0.223913597796581,0.0574761117440559,0.00457186170146418,"GroupAD",0.00737732229099901,10,10
"map04978","Group","AD",0.924140451958514,0.237050724727859,0.00455432589508569,"GroupAD",0.00737732229099901,10,10
"map00944","Group","AD",0.849857372241202,0.218633472849832,0.0046279221702321,"GroupAD",0.00742559263472269,10,10
"map00970","Group","AD",0.180344085323102,0.0469783621456347,0.004955088912525,"GroupAD",0.0079058721975118,10,10
"map05134","Group","AD",-0.134779489242112,0.0353327389951979,0.00512911762469212,"GroupAD",0.00813781790733275,10,10
"map00365","Group","AD",-1.58084091963692,0.421866226166945,0.00564636682097463,"GroupAD",0.00890871209531552,10,10
"map00195","Group","AD",-0.34910441780136,0.093690732305359,0.00581991700501375,"GroupAD",0.00913180347748013,10,10
"map04150","Group","AD",-3.42759847957431,0.929540653731226,0.00615310040840994,"GroupAD",0.00960154129663969,10,5
"map04919","Group","AD",-3.06253832250576,0.836330212832278,0.00638388742670795,"GroupAD",0.00990723513215879,10,10
"map00220","Group","AD",0.0874249031074119,0.0239144849198583,0.00644081195397635,"GroupAD",0.00994125323331133,10,10
"map00514","Group","AD",-1.12640213310389,0.313403936995625,0.00704249575213692,"GroupAD",0.0108111826681453,10,10
"map00627","Group","AD",0.401660983796652,0.115141791280784,0.00821764952502601,"GroupAD",0.0125473788446634,10,10
"map04110","Group","AD",3.95510231510466,1.13828298872444,0.00838561008523338,"GroupAD",0.0126676237457781,10,6
"map04111","Group","AD",3.95510231510466,1.13828298872444,0.00838561008523338,"GroupAD",0.0126676237457781,10,6
"map01212","Group","AD",0.20582288877211,0.0601132681793093,0.00903555100706881,"GroupAD",0.013577230084696,10,10
"map04723","Group","AD",-1.57026432244808,0.466094912126232,0.00980039458755983,"GroupAD",0.0146490108571947,10,4
"map04217","Group","AD",-0.131251730420533,0.0390606339098739,0.00992876784749492,"GroupAD",0.0147631940769034,10,10
"map05206","Group","AD",0.731457174383745,0.226819220900109,0.0121505287870609,"GroupAD",0.0179726571641943,10,10
"map02040","Group","AD",-0.657192102285329,0.20475049528678,0.0124294936466516,"GroupAD",0.0182900321018085,10,10
"map00780","Group","AD",0.142334095496219,0.0452242709419275,0.0136540936931199,"GroupAD",0.0199884670559075,10,10
"map00311","Group","AD",0.598677812516264,0.192674931198358,0.0145070164038686,"GroupAD",0.021128167480506,10,10
"map04930","Group","AD",0.228919718880577,0.0738227805931907,0.0146449987466633,"GroupAD",0.0212203043063897,10,10
"map00520","Group","AD",0.0669782965075659,0.0219514134172542,0.0157920668373446,"GroupAD",0.022651247382858,10,10
"map04931","Group","AD",-0.212671317635374,0.069630469137607,0.015718395412574,"GroupAD",0.022651247382858,10,10
"map00950","Group","AD",0.156426262661363,0.0517494865035569,0.016490073760591,"GroupAD",0.0235335726030545,10,10
"map03013","Group","AD",0.0697137710339033,0.0232218850259204,0.0170178585781026,"GroupAD",0.0241653591809057,10,10
"map04138","Group","AD",2.53187095400283,0.850439131422893,0.0176775742268962,"GroupAD",0.0249772690569081,10,10
"map01053","Group","AD",-2.64059002770315,0.889499429687084,0.017908714617253,"GroupAD",0.0251785888678211,10,10
"map05200","Group","AD",0.130163929774414,0.0441325492606083,0.0184429903439118,"GroupAD",0.0258020160476402,10,10
"map00630","Group","AD",-0.180229929750939,0.0628183707643647,0.0208588936435704,"GroupAD",0.0283817884039878,10,10
"map04726","Group","AD",-2.4967162942912,0.867685993672017,0.0205922400812515,"GroupAD",0.0283817884039878,10,4
"map04728","Group","AD",-2.48443618535838,0.866200476804376,0.0208865978043431,"GroupAD",0.0283817884039878,10,4
"map05030","Group","AD",-2.48443618535838,0.866200476804376,0.0208865978043431,"GroupAD",0.0283817884039878,10,4
"map05031","Group","AD",-2.48443618535838,0.866200476804376,0.0208865978043431,"GroupAD",0.0283817884039878,10,4
"map05034","Group","AD",-2.4967162942912,0.867685993672017,0.0205922400812515,"GroupAD",0.0283817884039878,10,4
"map00071","Group","AD",-0.148717251457759,0.0523829255893586,0.0218441851834436,"GroupAD",0.0295416599623714,10,10
"map00261","Group","AD",0.127209452005361,0.0448665582724787,0.0219707990637739,"GroupAD",0.029572070777781,10,10
"map05203","Group","AD",0.20286549056596,0.0717751659084198,0.0222732252567743,"GroupAD",0.0298377168534146,10,10
"map00920","Group","AD",-0.102535657281242,0.0364695766305284,0.0227889401123421,"GroupAD",0.0303852534831228,10,10
"map05165","Group","AD",0.200324618342312,0.0713757366907537,0.0229623218302871,"GroupAD",0.0304733616813156,10,10
"map03430","Group","AD",0.0570072518514506,0.0205668034234561,0.0242289259001766,"GroupAD",0.0320047207239542,10,10
"map01210","Group","AD",-0.0638765554382427,0.0238862521150474,0.028178291459688,"GroupAD",0.0370492350673676,10,10
"map04152","Group","AD",-0.348113025198834,0.130996781050885,0.0289211290192587,"GroupAD",0.0378506942003201,10,10
"map05231","Group","AD",-0.962214245965486,0.363119653501611,0.0292624072469945,"GroupAD",0.038121668156635,10,10
"map00660","Group","AD",-0.106749628075926,0.0425685200038895,0.0365007534466864,"GroupAD",0.0473343104057486,10,10
"map00401","Group","AD",0.110717564580876,0.0480244136560177,0.0500437902873417,"GroupAD",0.0646019838254775,10,10
"map00908","Group","AD",-0.114606366124073,0.0499926441646767,0.0510680101969645,"GroupAD",0.0656258592576376,10,10
"map04066","Group","AD",0.0751795424113107,0.032910348865125,0.0517170366304791,"GroupAD",0.0661605333470994,10,10
"map01501","Group","AD",0.085131568793583,0.0376854308919336,0.0538058679853147,"GroupAD",0.0685240650575308,10,10
"map03050","Group","AD",1.82376365604466,0.809809705162326,0.054389699836933,"GroupAD",0.0689583694361115,10,5
"map01502","Group","AD",-0.125697612038273,0.0559251709592966,0.054771746488467,"GroupAD",0.069134115567665,10,10
"map05120","Group","AD",0.131413116538661,0.0603979208808656,0.0612632901161873,"GroupAD",0.0769857274026425,10,10
"map04016","Group","AD",0.191418155630476,0.091981647980655,0.0709995048674327,"GroupAD",0.0888275743715898,10,10
"map04550","Group","AD",-2.80746235406922,1.38045909635154,0.0764153474054016,"GroupAD",0.0947683784416335,10,10
"map05210","Group","AD",-1.40307409164691,0.689509842294011,0.0762767682006052,"GroupAD",0.0947683784416335,10,9
"map02020","Group","AD",-0.123558676274248,0.0621698848700786,0.0820982551394097,"GroupAD",0.101373497650402,10,10
"map04724","Group","AD",0.118933127761192,0.0618909324096637,0.090883015683887,"GroupAD",0.111734963005298,10,10
"map05164","Group","AD",1.58649830328663,0.836103964883492,0.0943319504671797,"GroupAD",0.115475318675341,10,7
"map00650","Group","AD",0.0905629347290017,0.0479739270121715,0.0957564618624753,"GroupAD",0.116716030767996,10,10
"map00260","Group","AD",-0.0885929880503411,0.0473051699044678,0.0979847915020273,"GroupAD",0.118921712763144,10,10
"map04113","Group","AD",-1.44558700252566,0.801579962605606,0.108981426351891,"GroupAD",0.131705213123137,10,10
"map01524","Group","AD",-0.214996147209717,0.120707750585248,0.112755966140727,"GroupAD",0.135689382982909,10,10
