"feature","coef.SCS","qval.SCS","coef.SCD","qval.SCD","coef.MCI","qval.MCI","coef.AD","qval.AD"
"k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanomicrobiaceae|g__Methanofollis|s__Methanofollis_formosanus",-1.40747871317505,0.011616891408075,-2.30297289897722,0.000206239358176202,-2.30297289897722,0.000206239358176202,-2.30297289897722,0.000206239358176202
"k__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Thermococcus|s__Thermococcus_piezophilus",-1.27852314633175,0.000231905311302915,-1.27852314633175,0.000231905311302915,-1.27852314633175,0.000231905311302915,-1.27852314633175,0.000231905311302915
"k__Archaea|p__Thaumarchaeota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrososphaeraceae|g__Candidatus_Nitrosocosmicus|s__Candidatus_Nitrosocosmicus_hydrocola",3.5108334685767e-17,1,2.86658352329951e-17,1,1.24578237447327,0.000363550996723235,0.382112983283611,0.308981670292955
"k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae|g__Halorientalis|s__Halorientalis_sp._IM1011",0,1,-2.09056875382333e-16,1,1.4094729295065,0.000561704584313269,6.08094194448812e-17,1
"k__Archaea|p__Candidatus_Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomassiliicoccaceae|g__Methanomassiliicoccus|s__Candidatus_Methanomassiliicoccus_intestinalis",1.90609400995958,0.00111104740953279,0.499682032883596,0.504677789645779,9.57567358739198e-16,1,1.21618838889762e-16,1
"k__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Thermococcus|s__Thermococcus_barophilus",0.959214850673325,0.00332054519206729,-0.2,0.736046510605986,-0.200000000000002,0.736046510605986,-0.2,0.736046510605986
"k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halodesulfurarchaeum|s__Halodesulfurarchaeum_formicicum",-0.637912756057063,0.00381497563425255,-0.637912756057063,0.00381497563425255,-0.637912756057061,0.00381497563425255,-0.637912756057063,0.00381497563425255
"k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanospirillaceae|g__Methanospirillum|s__Methanospirillum_hungatei",-0.700804137449671,0.00400398594891542,-0.700804137449671,0.00400398594891542,-0.700804137449674,0.00400398594891542,-0.700804137449671,0.00400398594891542
"k__Archaea|p__Thaumarchaeota|o__Nitrosopumilales|f__Nitrosopumilaceae|g__Nitrosopumilus|s__Nitrosopumilus_zosterae",0.696785908713894,0.00400398594891542,8.59975056989852e-17,1,1.46478930843745e-15,1,0,1
"k__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Thermoproteales|f__Thermoproteaceae|g__Pyrobaculum|s__Pyrobaculum_aerophilum",9.97838887024244e-31,1,-1.1466334093198e-16,1,-2.55442321625523e-15,1,0.72043219943426,0.00405195232250443
"k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanohalobium|s__Methanohalobium_evestigatum",0.734202952732101,0.00408383769039168,1.63598982646602e-16,1,2.33205930100444e-15,1,6.08094194448812e-17,1
"k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae|g__Halococcoides|s__Halococcoides_cellulosivorans",0,1,-8.59975056989852e-17,1,7.27901165197234e-16,1,0.760020074956642,0.00444973763711986
"k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Natronorubrum|s__Natronorubrum_bangense",1.24729860878031e-31,1,0,1,6.93889390390723e-16,1,0.751141251084952,0.00444973763711986
"k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanomicrobiaceae|g__Methanolacinia|s__Methanolacinia_petrolearia",-0.397814877649124,0.600164393134568,-1.30835776423681,0.010320657867314,-0.361308363450513,0.662926181946753,1.45067006060319,0.00525008951334078
"k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halocatena|s__Halocatena_sp._AD.1",0.984218443192536,0.00675488547088117,1.18141089910871e-16,1,1.71272129838348e-15,1,1.82428258334644e-16,1
"k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae|g__Natronomonas|s__Natronomonas_halophila",0.978621001731152,0.00696310666267338,7.76014769476171e-17,1,-3.1572884716992e-15,1,6.08094194448812e-17,1
"k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Natronococcus|s__Natronococcus_occultus",0,1,9.12141291673217e-17,1,1.01254184575763,0.00701400755964471,2.73642387501965e-16,1
"k__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobaceae|g__Sulfolobus|s__Sulfolobus_sp._A20",-7.0216669371534e-17,1,2.13696492805757,0.00704300547127331,1.32928555252872,0.100763441918901,-1.56727173575529e-16,1
"k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae|g__Natronomonas|s__Natronomonas_pharaonis",0,1,5.06745162040676e-17,1,0.880414103741009,0.00857082149060578,1.52023548612203e-16,1
"k__Archaea|p__Candidatus_Thermoplasmatota|c__Thermoplasmata|o__Thermoplasmatales|f__Picrophilaceae|g__Picrophilus|s__Picrophilus_torridus",1.12704803262697,0.00901006787309738,1.1466334093198e-16,1,4.24751332880859e-15,1,0,1
"k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobacterium|s__Methanobacterium_congolense",-0.2,1,2.04579432982287,0.00901006787309738,-0.200000000000002,1,-0.2,1
"k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halomarina|s__Halomarina_sp._BCD28",1.23998422130349,0.00981400912599984,1.55202953895234e-16,1,-5.48190967492953e-15,1,1.21618838889762e-16,1
"k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanomicrobiaceae|g__Methanoculleus|s__Methanoculleus_chikugoensis",1.22080989417397,0.0101183881329981,2.53074237324479e-16,1,0.2,0.957670460465657,2.43237677779525e-16,1
"k__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobaceae|g__Sulfurisphaera|s__Sulfurisphaera_ohwakuensis",-9.97838887024244e-31,1,-2.2932668186396e-16,1,1.71902516893426e-15,1,1.1402209252767,0.010320657867314
"k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Natribaculum|s__Natribaculum_sp._CGA3",1.18412847639942,0.0103542648431216,1.7199501139797e-16,1,4.20633509519383e-15,1,0,1
"k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae|g__Halorhabdus|s__Halorhabdus_sp._CBA1104",0.567191869974541,0.458840747418419,-0.867316714103598,0.159004438915206,-1.02046366525528,0.0877819786844085,-1.47820999185551,0.0110734219715247
"k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanosarcina|s__Methanosarcina_horonobensis",1.38939832448411,0.0110734219715247,2.53074237324479e-16,1,-1.65227886062425e-15,1,2.43237677779525e-16,1
"k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Halogeometricum|s__Halogeometricum_borinquense",-1.44331105716397,0.0112092921062249,-1.44331105716397,0.0112092921062249,-1.44331105716397,0.0112092921062249,-1.44331105716397,0.0112092921062249
"k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanomicrobiaceae|g__Methanofollis|s__Methanofollis_liminatans",-0.815937621159919,0.393644691533597,1.74856913394579,0.0228153815355021,-0.815937621159923,0.393644691533597,0.597967205474182,0.604218803996155
"k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanosphaera|s__Methanosphaera_stadtmanae",0.0860156278542382,1,-1.49540014494709,0.0839461011518793,-1.89310526036904,0.0241559149426841,-1.06352740259172,0.264510504749609
"k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanocellales|f__Methanocellaceae|g__Methanocella|s__Methanocella_paludicola",4.21300016229204e-16,1,2.2932668186396e-16,1,0.199999999999996,1,0.987530535580295,0.0613750555334696
"k__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobaceae|g__Sulfolobus|s__Sulfolobus_islandicus",0.2,0.972674777187829,0.920429215137627,0.0635342768582804,-1.66533453693773e-15,1,6.08094194448812e-17,1
"k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Halorubraceae|g__Halohasta|s__Halohasta_litchfieldiae",0.773274936941406,0.0740917150578308,7.76014769476171e-17,1,0.200000000000002,0.896483619146062,6.08094194448812e-17,1
"k__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobaceae|g__Acidianus|s__Acidianus_hospitalis",-0.814239894432064,0.110444465123755,-0.814239894432064,0.110444465123755,-0.297823561779584,0.758990543636447,-0.814239894432064,0.110444465123755
"k__Archaea|p__Thaumarchaeota|g__Candidatus_Nitrosotenuis|s__Candidatus_Nitrosotenuis_cloacae",-8.77708367144175e-18,1,0,1,1.01879232915013,0.159004438915206,1.11950475740688,0.113218315941067
"k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_olleyae",0.738692358790705,0.117963604845328,8.396028751368e-18,1,0.508616702545991,0.360388810672288,-6.08094194448812e-17,1
"k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanocellales|f__Methanocellaceae|g__Methanocella|s__Methanocella_arvoryzae",-3.89780815243845e-32,1,0.240379478236118,0.608377492126923,-6.93889390390723e-17,1,0.482460973272635,0.144720529382115
"k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Halorubraceae|g__Halalkaliarchaeum|s__Halalkaliarchaeum_desulfuricum",0.271863120207547,0.566486700161822,-0.447341340552677,0.218429061196872,-0.44734134055268,0.218429061196872,-0.447341340552677,0.218429061196872
"k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanosarcina|s__Methanosarcina_siciliae",-0.2,1,-0.2,1,0.135212187254908,1,0.903893146760226,0.469778190531142
"k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanosarcina|s__Methanosarcina_barkeri",0.621910894265773,0.473457188755275,-0.2,1,-0.200000000000002,1,0.372716814301534,0.80564626086595
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_ovatus",16.1200475336504,1.43036438047702e-22,10.3172458213545,8.48122738719109e-20,7.29834219791282,3.4916432956096e-17,7.9979584757059,7.79165032145212e-18
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_nordii",10.4546499519483,9.1697036518099e-19,16.7578761991251,7.09662224942499e-22,5.9716945552526,1.36305995185885e-14,7.53903547401915,2.42885897448099e-16
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_goldsteinii",16.4099038235601,9.57498957989396e-22,12.4336614419501,6.46273605820081e-20,14.4245953289758,5.3287099717286e-21,10.8305138939616,6.82882773606885e-19
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae",5.78353557761312,2.01983776611701e-15,12.9698279424371,1.97857540655603e-21,3.28908533183444,2.81921278774475e-11,6.42578916788041,2.83514048536177e-16
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caecimuris",9.80388641661402,1.97857540655603e-21,6.83832266126308,8.5456706137779e-19,7.15770125400583,3.92837238666777e-19,1.33021272129762,5.77120799114295e-07
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp._HF.162",1.38846916113534,6.25599318725913e-09,7.67721849834684,1.97857540655603e-21,3.90075180898581,1.45345353121774e-16,1.35834149499126,8.94617516216447e-09
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_distasonis",1.20870239265607,3.62840319737862e-07,7.93262171006303,7.41712307874631e-21,0.87377465974678,2.64733237409094e-05,0.289991856030668,0.0858426424867081
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_salyersiae",7.64522804338195,9.01361870418414e-20,8.79111683900306,8.15641431463301e-21,5.89624982956814,9.4442373814308e-18,5.2001169410403,7.54794682904437e-17
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp._DH3716P",8.12707496518133,2.04543916353947e-20,3.83789824624275,7.86924700648808e-15,3.18770994621338,1.9148849861034e-13,1.20666705193062,1.24647566298119e-06
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_asparagiformis",-3.79558104239002,6.09621849483792e-14,-8.01721846565745,1.56700531663037e-19,-4.57968694816471,2.51232434895053e-15,-3.37775102802936,4.40184115684768e-13
"k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia|s__Akkermansia_muciniphila",-1.60844527925595,1.19213614954549e-05,-0.239605293937823,0.41006719355108,0.786585746637417,0.00976681337451462,-10.2218726132995,1.00730863665659e-18
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp._D2",12.4521297816185,9.78823495165248e-18,8.92213115938899,2.70094281403566e-15,6.18371506345372,1.37953875548163e-12,0.902060388359514,0.0276365453129568
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_merdae",11.161900672358,1.9531701973698e-17,10.9869843415519,2.55313266250635e-17,4.30016250326522,1.97182558847413e-10,5.7099530042426,1.58060761210496e-12
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_zhangwenhongii",7.29246722729018,2.74889471534992e-17,6.6908583323919,1.09389667161288e-16,4.09782655605166,4.59527452760187e-13,4.08988013502568,4.72172139811136e-13
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii",8.31823166953686,2.48453907150121e-13,10.5655292166399,4.05909514962215e-15,12.9605881881473,1.26609359806897e-16,14.2120485594373,2.87675185301243e-17
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_cellulosilyticus",3.7510616769762,6.37139796513672e-08,13.2303787674197,4.39610000182114e-17,3.40134547220495,2.68934868129779e-07,4.99212186060788,6.50452547808058e-10
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis",9.67547704391948,5.31496801517849e-17,6.69072250563367,2.66932939828239e-14,5.98803403689331,1.79630526140154e-13,5.54037200824697,6.7434286227373e-13
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_virosa",10.6046483319976,6.18201263626251e-17,7.71343287614717,1.33486767393841e-14,3.0996140029122,5.52467038944171e-08,0.00265791322637208,1
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_faecis",8.58836617340168,1.42437907818723e-16,8.93798671458444,7.94816864249219e-17,7.21322969732605,2.96852756148618e-15,5.6778297794678,1.79630526140154e-13
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_vulgatus",2.44342762234779,1.08870099518041e-10,4.06704998785297,1.84755310107786e-14,1.8611758676427,9.7046563119017e-09,5.57608679091135,8.62921330035021e-17
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_senegalensis",4.05606809493454,1.55724547037319e-10,7.81969282985701,2.29513168602386e-15,9.14522865827187,1.42437907818723e-16,9.26725135958498,1.19607913407426e-16
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp._CACC_737",5.07791466547975,1.28928489057082e-11,8.28189051248006,3.02677778525823e-15,9.90991941892168,1.414202375133e-16,2.34950884147909,2.34736220491387e-06
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_eggerthii",1.73562088342042,1.77606377318434e-07,3.00986573869483,2.42777959220985e-11,3.90739191063042,2.81121697423885e-13,5.92294198620603,2.22113971426956e-16
