"feature","metadata","value","coef","stderr","pval","name","qval","N","N.not.zero"
"k__Eukaryota.k__Fungi.p__Ascomycota.c__Saccharomycetes.o__Saccharomycetales.f__Saccharomycetaceae.g__Saccharomyces.s__Saccharomyces_cerevisiae","Group","AD",0,0.247895853015793,1,"GroupAD",1,25,3
"k__Eukaryota.k__Fungi.p__Ascomycota.c__Saccharomycetes.o__Saccharomycetales.f__Trichomonascaceae.g__Sugiyamaella.s__Sugiyamaella_lignohabitans","Group","MCI",-0.0242030801922699,0.409027917179767,0.953402212554405,"GroupMCI",1,25,6
"k__Eukaryota.k__Fungi.p__Ascomycota.c__Sordariomycetes.o__Hypocreales.f__Clavicipitaceae.g__Ustilaginoidea.s__Ustilaginoidea_virens","Group","SCD",2.7160516931666e-16,0.314741297222869,0.999999999999999,"GroupSCD",1,25,6
"k__Eukaryota.k__Fungi.p__Ascomycota.c__Sordariomycetes.o__Hypocreales.f__Clavicipitaceae.g__Ustilaginoidea.s__Ustilaginoidea_virens","Group","AD",2.12832968057084e-16,0.314741297222869,0.999999999999999,"GroupAD",1,25,6
"k__Eukaryota.k__Fungi.p__Ascomycota.c__Sordariomycetes.o__Hypocreales.f__Nectriaceae.g__Fusarium.s__Fusarium_poae","Group","SCD",1.01349032408135e-17,0.131397391669828,1,"GroupSCD",1,25,6
"k__Eukaryota.k__Fungi.p__Ascomycota.c__Sordariomycetes.o__Hypocreales.f__Nectriaceae.g__Fusarium.s__Fusarium_poae","Group","AD",3.04047097224406e-17,0.131397391669828,1,"GroupAD",1,25,6
"k__Eukaryota.k__Fungi.p__Ascomycota.c__Sordariomycetes.o__Hypocreales.f__Nectriaceae.g__Fusarium.s__Fusarium_pseudograminearum","Group","SCD",-1.04528437691167e-16,0.1274995407959,0.999999999999999,"GroupSCD",1,25,5
"k__Eukaryota.k__Fungi.p__Ascomycota.c__Sordariomycetes.o__Hypocreales.f__Nectriaceae.g__Fusarium.s__Fusarium_pseudograminearum","Group","AD",3.04047097224406e-17,0.127499540795901,1,"GroupAD",1,25,5
"k__Eukaryota.k__Fungi.p__Ascomycota.c__Sordariomycetes.o__Hypocreales.f__Nectriaceae.g__Fusarium.s__Fusarium_pseudograminearum","Group","SCS",0,0.127499540795901,1,"GroupSCS",1,25,5
"k__Eukaryota.k__Fungi.p__Ascomycota.c__Sordariomycetes.o__Hypocreales.f__Nectriaceae.g__Fusarium.s__Fusarium_venenatum","Group","AD",1.21618838889762e-16,0.575302532225103,1,"GroupAD",1,25,10
"k__Eukaryota.k__Fungi.p__Ascomycota.c__Sordariomycetes.o__Hypocreales.f__Ophiocordycipitaceae.g__Drechmeria.s__Drechmeria_coniospora","Group","MCI",-3.06699110552699e-15,0.344194448536744,0.999999999999993,"GroupMCI",1,25,3
"k__Eukaryota.k__Fungi.p__Ascomycota.c__Sordariomycetes.o__Hypocreales.f__Ophiocordycipitaceae.g__Drechmeria.s__Drechmeria_coniospora","Group","SCS",-4.98919443512122e-31,0.344194448536744,1,"GroupSCS",1,25,3
"k__Eukaryota.k__Fungi.p__Ascomycota.c__Sordariomycetes.o__Hypocreales.f__Ophiocordycipitaceae.g__Purpureocillium.s__Purpureocillium_takamizusanense","Group","MCI",3.46761204352538e-16,0.357731138897711,0.999999999999999,"GroupMCI",1,25,4
"k__Eukaryota.k__Fungi.p__Ascomycota.c__Sordariomycetes.o__Hypocreales.f__Ophiocordycipitaceae.g__Purpureocillium.s__Purpureocillium_takamizusanense","Group","SCD",1.55202953895234e-16,0.357731138897711,1,"GroupSCD",1,25,4
"k__Eukaryota.k__Fungi.p__Ascomycota.c__Sordariomycetes.o__Hypocreales.f__Ophiocordycipitaceae.g__Purpureocillium.s__Purpureocillium_takamizusanense","Group","AD",1.21618838889762e-16,0.357731138897711,1,"GroupAD",1,25,4
"k__Eukaryota.k__Fungi.p__Ascomycota.c__Sordariomycetes.o__Magnaporthales.f__Pyriculariaceae.g__Pyricularia.s__Pyricularia_grisea","Group","MCI",-2.88566960440804e-15,0.194745463134403,0.999999999999988,"GroupMCI",1,25,3
"k__Eukaryota.k__Fungi.p__Ascomycota.c__Sordariomycetes.o__Magnaporthales.f__Pyriculariaceae.g__Pyricularia.s__Pyricularia_grisea","Group","SCD",1.1466334093198e-16,0.194745463134403,1,"GroupSCD",1,25,3
"k__Eukaryota.k__Fungi.p__Ascomycota.c__Sordariomycetes.o__Magnaporthales.f__Pyriculariaceae.g__Pyricularia.s__Pyricularia_grisea","Group","AD",0,0.194745463134403,1,"GroupAD",1,25,3
"k__Eukaryota.k__Fungi.p__Ascomycota.c__Sordariomycetes.o__Sordariales.f__Chaetomiaceae.g__Thermothielavioides.s__Thermothielavioides_terrestris","Group","SCD",1.68517262419079e-16,0.423309143404193,1,"GroupSCD",1,25,5
"k__Eukaryota.k__Fungi.p__Ascomycota.c__Sordariomycetes.o__Sordariales.f__Chaetomiaceae.g__Thermothielavioides.s__Thermothielavioides_terrestris","Group","AD",-1.82428258334644e-16,0.423309143404194,1,"GroupAD",1,25,5
"k__Eukaryota.k__Fungi.p__Basidiomycota.c__Agaricomycetes.o__Agaricales.f__Marasmiaceae.g__Marasmius.s__Marasmius_oreades","Group","SCD",1.02069297804928e-16,0.0523260050376815,0.999999999999998,"GroupSCD",1,25,5
"k__Eukaryota.k__Fungi.p__Basidiomycota.c__Agaricomycetes.o__Agaricales.f__Marasmiaceae.g__Marasmius.s__Marasmius_oreades","Group","AD",9.12141291673218e-17,0.0523260050376815,0.999999999999999,"GroupAD",1,25,5
"k__Eukaryota.k__Fungi.p__Basidiomycota.c__Agaricomycetes.o__Agaricales.f__Marasmiaceae.g__Marasmius.s__Marasmius_oreades","Group","SCS",0,0.0523260050376815,1,"GroupSCS",1,25,5
"k__Eukaryota.k__Fungi.p__Basidiomycota.c__Tremellomycetes.o__Tremellales.f__Cryptococcaceae.g__Cryptococcus.s__Cryptococcus_neoformans","Group","SCD",-1.80972951706322e-16,0.224993699642685,0.999999999999999,"GroupSCD",1,25,3
"k__Eukaryota.k__Fungi.p__Basidiomycota.c__Tremellomycetes.o__Tremellales.f__Cryptococcaceae.g__Cryptococcus.s__Cryptococcus_neoformans","Group","AD",-2.6205217763283e-16,0.224993699642685,0.999999999999999,"GroupAD",1,25,3
"k__Eukaryota.k__Fungi.p__Basidiomycota.c__Tremellomycetes.o__Tremellales.f__Cryptococcaceae.g__Cryptococcus.s__Cryptococcus_neoformans","Group","SCS",-2.80866677486136e-16,0.224993699642685,0.999999999999999,"GroupSCS",1,25,3
"k__Eukaryota.k__Fungi.p__Basidiomycota.c__Ustilaginomycetes.o__Ustilaginales.f__Ustilaginaceae.g__Sporisorium.s__Sporisorium_graminicola","Group","SCD",-2.66388545848323e-16,0.186974538175517,0.999999999999999,"GroupSCD",1,25,3
"k__Eukaryota.k__Fungi.p__Basidiomycota.c__Ustilaginomycetes.o__Ustilaginales.f__Ustilaginaceae.g__Sporisorium.s__Sporisorium_graminicola","Group","AD",6.08094194448812e-17,0.186974538175517,1,"GroupAD",1,25,3
"k__Eukaryota.k__Fungi.p__Basidiomycota.c__Ustilaginomycetes.o__Ustilaginales.f__Ustilaginaceae.g__Sporisorium.s__Sporisorium_graminicola","Group","SCS",0,0.186974538175517,1,"GroupSCS",1,25,3
